state,city,povertyRate,perWhite,perBlack,perNativeAm,perAsian,perHis,perCompHighSchool,medIncome
AL,Mount Olive CDP (Coosa County),1.7,74.9,23.2,0.5,0,0.5,87.3,
AL,Mount Olive CDP (Jefferson County),11,97.7,1,0.2,0.3,0.5,92.5,73345
AL,Mount Vernon town,31.3,23.4,73.6,1.7,0.1,0.7,80.8,40750
AL,Movico CDP,12.9,2.6,96.7,0.3,0,0,81.9,
AL,Mulga town,30.5,81,16.9,0.1,0,0.6,72,34886
AL,Munford town,18.8,82.4,15.6,0.5,0,1,87.3,34034
AL,Muscle Shoals city,10.7,80.6,15.3,0.3,0.9,2.7,88.7,48896
AL,Myrtlewood town,7,85.4,13.8,0,0,3.1,72.5,35000
AL,Nanafalia CDP,29.7,57.4,40.4,0,0,0,94,
AL,Nances Creek CDP,0,98.8,0,0.5,0,0.7,79.1,51196
AL,Napier Field town,21.7,79.7,16.1,1.7,1.7,2,80.2,32000
AL,Natural Bridge town,2.3,100,0,0,0,0,65.7,
AL,Nauvoo town,26.2,99.1,0,0,0.5,2.7,67.2,27000
AL,Nectar town,18.3,95.7,2,0.6,0.6,4.6,78.3,35313
AL,Needham town,1.9,98.9,0,1.1,0,0,83.7,56458
AL,Newbern town,35,31.7,67.2,0,0,2.2,74.6,18750
AL,New Brockton town,20.9,70.1,21,5.5,0.5,2.5,79.8,41066
AL,New Hope city,14.8,93.7,0.2,2.5,0.3,1.4,84.3,44224
AL,New Market CDP,0,88.5,6.7,1.4,0.2,4.4,86.9,59653
AL,New Site town,9.6,85.8,12.5,0.4,0,0.8,82.1,42143
AL,Newton town,17.7,83.6,13,0.7,0.5,1.5,82.3,41198
AL,New Union CDP,27.9,95,0.2,0.3,0,4.2,84,36429
AL,Newville town,21,53.4,40.1,0,0,8.3,73,31172
AL,North Courtland town,22.4,2.4,96.7,0,0,0,71.3,24097
AL,North Johns town,11.7,49.7,46.2,4.1,0,0,75.6,39750
AL,Northport city,13.7,68.4,26.9,0.3,1.1,4.1,90.2,53650
AL,Notasulga town,29.5,65,33.3,0.1,0.1,0.8,80.7,37273
AL,Oak Grove town,13.1,91.3,7,0,0.8,1.1,73,40972
AL,Oak Hill town,72.7,30.8,69.2,0,0,0,27.3,
AL,Oakman town,21.4,80.9,18.4,0.1,0,0.1,72.2,40469
AL,Odenville town,16.2,94.2,2.3,0.3,0.7,2.1,76.4,51518
AL,Ohatchee town,14.8,94.1,3.2,0.6,0,0.6,82,51688
AL,Oneonta city,12.8,84.1,6,0.5,0.5,15.9,73.9,36852
AL,Onycha town,23.4,95.7,0,0,0,0,60.5,22917
AL,Opelika city,23,50.6,43.5,0.3,1.7,4.4,83.7,40489
AL,Opp city,25.9,80.9,16.7,0.6,0.3,0.9,77.4,34695
AL,Orange Beach city,10.5,94.3,0.6,0.7,0.8,2.6,92.6,57535
AL,Orrville town,37.3,37.7,62.3,0,0,0,71.4,16250
AL,Our Town CDP,0,85.5,12.8,1.4,0,0.5,78.6,38125
AL,Owens Cross Roads town,9.5,91.5,3.6,1,0.3,2.2,86.7,51750
AL,Oxford city,11.7,80.5,12.6,0.4,1.1,6.6,83.5,51375
AL,Ozark city,23.1,64.8,30.2,0.7,0.9,3.2,82.5,37813
AL,Paint Rock town,35.6,92.4,1,1.9,0,0,77.5,23036
AL,Panola CDP,40.6,2.1,97.9,0,0,0,38.1,
AL,Parrish town,15.8,70.6,26,0.5,0.5,0.5,75.3,29335
AL,Pelham city,4.6,81.2,7.5,0.3,2.4,14.9,92.2,67907
AL,Pell City city,20.8,80.8,15.6,0.3,0.8,2.3,86.5,41944
AL,Pennington town,34.9,50.2,49.8,0,0,0,69.9,
AL,Penton CDP,30.9,69.7,24.9,0,0,4.5,51.2,30417
AL,Perdido Beach town,17.7,96.2,0.2,0.2,0.2,2.1,86.3,47222
AL,Peterman CDP,14.2,86.5,9,1.1,0,0,97.2,28009
AL,Petrey town,0,91.4,8.6,0,0,0,86.5,38750
AL,Phenix City city,21,48.7,46.6,0.3,0.7,4,84.8,36698
AL,Phil Campbell town,34.4,95.2,0.2,0.4,0,4,78.5,25852
AL,Pickensville town,22.4,36.2,63.5,0.3,0,0,70,31607
AL,Piedmont city,25.6,87,10,0.5,0.1,1.3,76.8,28884
AL,Pike Road town,2.3,68.5,28.7,0.1,1.4,1.3,95.8,97500
AL,Pinckard town,13,83.8,12.7,0.6,0.5,1.7,88.6,31042
AL,Pine Apple town,21,73.5,24.2,0.8,0.8,0,81.5,46250
AL,Pine Hill town,48.5,45.8,53.2,0.4,0.1,0.7,89.1,30682
AL,Pine Level CDP,9.6,92,4.6,0.2,0.5,1.7,90.5,56125
AL,Pine Ridge town,44.7,87.2,1.8,0,0,20.9,54.6,24286
AL,Pinson city,5.8,79,17,0.2,0.4,3.7,93.2,59909
AL,Pisgah town,31.9,96.4,0.1,1.5,0.3,0.4,78.7,26635
AL,Pleasant Grove city,6.4,53.7,44.8,0.3,0.2,0.6,91.1,63302
AL,Pleasant Groves town,8.2,95.2,0,2.6,0,0.5,85,46875
AL,Point Clear CDP,12.1,58.8,39.6,0,0.6,0.9,89.1,47200
AL,Pollard town,24.2,59.1,27.7,0.7,0,21.2,82.3,31607
AL,Powell town,31.5,92.3,2.3,1.2,0,4.3,61.2,30903
AL,Prattville city,11.5,78.5,16.7,0.4,1.4,3.1,89.9,55297
AL,Priceville town,5.8,93.7,1.9,0.7,1,2.2,91,84375
AL,Prichard city,36.3,12.5,85.8,0.4,0.1,0.8,78.5,23785
AL,Providence town,10.8,81.2,13,0,0,3.1,90.5,40208
AL,Putnam CDP,30,23.3,72.5,2.6,0,0,72.8,
AL,Ragland town,17,82.8,15.4,0.1,0.1,0.3,73.9,38571
AL,Rainbow City city,17.7,87.4,7.2,0.4,2.6,2.4,92.5,49338
AL,Rainsville city,16.7,95.1,0.2,0.9,0.2,3.8,82.3,39691
AL,Ranburne town,5.8,99,0,0.2,0,0.2,86.5,50909
AL,Ray CDP,5.8,65.9,16.3,0.2,1.1,17.4,82.9,45909
AL,Red Bay city,29.9,92.5,1.2,0.3,0.1,5.1,77.1,29076
AL,Redland CDP,5.9,82.6,12.9,0.3,1.7,2.3,91.8,75139
AL,Red Level town,17.6,90.8,9,0,0,0.8,79.2,38571
AL,Redstone Arsenal CDP,9.8,69.1,20.8,1.2,1.7,10.7,94,60893
AL,Reece City town,13.7,93.4,2,1.1,0.9,0.8,85.6,43261
AL,Reeltown CDP,0,82.4,15.1,0.1,0.1,2.7,78.5,74688
AL,Reform town,39.9,50.6,48.2,0.1,0,0.9,79.4,20136
AL,Rehobeth town,9.5,95.9,1.5,0.8,0.2,2.5,84.9,47108
AL,Repton town,34.6,53.9,43.6,0,0,0.4,58,23125
AL,Ridgeville town,35.9,32.1,58.9,0,1.8,6.3,69.6,20625
AL,River Falls town,20.5,60.8,35,0.8,0,1.5,64.6,28977
AL,Riverside town,4.8,87.5,10.6,0.2,0.7,1.1,87,61417
AL,Riverview town,15.9,99.5,0,0,0,1.6,75.5,37222
AL,Roanoke city,20.3,57.6,40.5,0.2,0.6,1.2,77.2,34956
AL,Robertsdale city,10.6,85.3,5.4,0.8,0.5,9.2,79.9,47364
AL,Rock Creek CDP,8.1,97.5,0.8,0.7,0.1,0,85.2,52227
AL,Rockford town,38.1,62.5,37.5,0,0,1.3,68.4,22778
AL,Rock Mills CDP,36.7,97.3,1.5,0,0,1.8,70.4,
AL,Rockville CDP,0,97.7,2.3,0,0,2.3,64.7,
AL,Rogersville town,28.7,91.2,6.1,1,0.6,1.7,81.9,36346
AL,Rosa town,11.4,95.6,0.3,0,0,4.4,81.3,44808
AL,Russellville city,34.4,68.5,9.2,0.8,0.3,26,68.9,29859
AL,Rutledge town,13.5,73.7,22.9,0,1.1,2.1,69.8,39688
AL,St. Florian town,5,97.1,2.4,0,0,0.2,91.7,62500
AL,St. Stephens CDP,25.9,63,36,0,0.4,0.6,88.2,42500
AL,Saks CDP,17.9,75.7,19.4,0.4,0.8,3.4,78.6,42070
AL,Samson city,39.6,73.3,17.9,1.1,0.4,8.3,65.7,22556
AL,Sand Rock town,5.9,97.5,0,0.7,0,2.9,80.8,44375
AL,Sanford town,17.5,97.1,0.4,0.4,0,1.2,73.1,33333
AL,Saraland city,11.2,83.7,12,0.8,0.6,2.5,85.4,52621
AL,Sardis City town,12.5,98.2,0.4,0.1,0.4,0.7,88.7,51681
AL,Satsuma city,10.3,88.7,7.9,1.2,0.6,1.1,91.8,59311
AL,Scottsboro city,16,89.8,4.6,0.8,0.8,3.5,81.8,38007
AL,Section town,25.9,95.5,0,1.6,0.6,0.9,76.6,30278
AL,Selma city,41.9,18,80.3,0.2,0.6,0.6,77.8,22414
AL,Selmont-West Selmont CDP,45.5,4.5,93.9,0.1,0,1.5,78.1,23015
AL,Sheffield city,25,69.7,26.8,0.3,0.3,2.3,79.5,34205
AL,Shelby CDP,36.8,90.4,6.9,0.2,0.2,2.3,78.9,45139
AL,Shiloh town,13.7,95.3,1.5,2.9,0,0.7,75.6,36250
AL,Shoal Creek CDP,2.6,92.4,4.8,0.1,2.2,1.4,99.6,114018
AL,Shorter town,12.9,18.8,79.5,0,0.6,1.1,68.4,38409
AL,Silas town,49,71,29,0,0,0,66,27875
AL,Silverhill town,7.5,94.3,1.7,0.1,0.3,5.7,89.3,40921
AL,Sims Chapel CDP,8.6,71.2,0,24.8,0.7,2,100,86071
AL,Sipsey town,15.2,64.1,33.2,0,0.5,0.9,83.2,27393
AL,Skyline town,19.4,95.3,0,2.1,0,2.1,75.4,38810
AL,Slocomb city,17.7,72.2,22.6,0.8,0.1,4.7,75.5,35512
AL,Smiths Station city,13.5,80.3,15.9,0.7,0.5,2.8,80.3,46354
AL,Smoke Rise CDP,5,98,0.5,0.5,0.1,0.7,92.7,86310
AL,Snead town,11,96.8,0.1,0.5,0.1,1.8,80.3,35000
AL,Somerville town,18.7,94.1,3.3,1.1,0,0.1,78.4,40417
AL,Southside city,4.7,96.5,1.5,0.2,0.7,1.3,90.3,65946
AL,South Vinemont town,32.8,83.2,0.1,1.2,2,23.6,79.1,26141
AL,Spanish Fort city,7.8,91,4.8,0.6,1.4,2.4,95.8,72747
AL,Spring Garden CDP,20.7,96.2,2.1,0,0,0,100,
AL,Springville city,9.3,93.6,4.7,0.3,0.4,0.7,91.1,73906
AL,Spruce Pine CDP,0,97.3,0,0,0,5.9,76.6,
AL,Standing Rock CDP,0,98.2,0.6,0,0,1.2,61.4,49583
AL,Steele town,17.5,94.6,0.4,0.4,0,5.1,78.7,31063
AL,Sterrett CDP,8.5,94.7,3.9,0,0,0.7,64.1,31410
AL,Stevenson city,24.5,73.8,17.4,1.1,0.4,3.9,81.6,38053
AL,Stewartville CDP,17.5,95,3.5,0.7,0,0.4,73.7,43333
AL,Sulligent city,26.4,78.3,19.3,0.1,0,0.8,74,30050
AL,Sumiton city,17.6,93.2,4,0.4,0.2,0.8,85.1,42321
AL,Summerdale town,11.2,86.4,5.8,1.4,0.1,5.1,85.3,39803
AL,Susan Moore town,20.6,89.5,0,0.5,0.4,9.6,75,40417
AL,Sweet Water town,1.6,91.1,7.8,0,0,1.2,92.5,79375
AL,Sylacauga city,29.8,66.6,30.2,0.4,0.5,2.3,82.5,33407
AL,Sylvania town,17.9,86.7,0.2,0.8,0.2,11.2,83.6,46964
AL,Sylvan Springs town,5.3,97.3,1.4,0.5,0,0.5,86.9,56630
AL,Talladega city,27.2,47.7,48.7,0.3,0.5,3.4,73.9,29482
AL,Talladega Springs town,12.5,89.8,7.8,0,0,0,80.1,50833
AL,Tallassee city,17.1,72.4,23.4,0.4,0.6,3,88.9,38275
AL,Tarrant city,31.8,39,52.3,0.8,0.3,9,78.6,25653
AL,Taylor town,19.6,87.5,7.2,0.8,0.1,5.2,83.6,43116
AL,Theodore CDP,12.2,79.7,13.3,1.1,2.4,3.2,85.4,44284
AL,Thomaston town,18.3,44.1,53.2,1.4,0.5,0.2,89.3,48523
AL,Thomasville city,13.3,46.8,51.3,0.2,0.7,1.3,82.4,36146
AL,Thorsby town,19.2,89.7,5.7,0.1,0.6,5.7,80.7,45478
AL,Tibbie CDP,70.8,87.8,0,7.3,0,4.9,100,
AL,Tidmore Bend CDP,12.1,93.4,4.2,0.7,0.2,1,80.6,48466
AL,Tillmans Corner CDP,17.7,82.2,11.4,0.6,2.1,3.8,82.1,48290
AL,Town Creek town,29.6,52.4,36,2.1,0.1,6.5,83.2,28382
AL,Toxey town,33.5,68.6,31.4,0,0,1.5,85.6,23542
AL,Trafford town,29.1,92.7,6.2,0.2,0,0.9,80.8,28889
AL,Triana town,27.1,21.4,74.4,0.4,0,3.8,81.4,41875
AL,Trinity town,10,88.6,6.7,1.1,0.2,3.3,93.7,73625
AL,Troy city,31.1,55,39,0.4,3.4,2,83.7,31707
AL,Trussville city,4.7,90.3,6.6,0.2,1.6,1.3,96.3,82108
AL,Tuscaloosa city,25.1,53.8,41.5,0.2,1.8,3,87.3,39351
AL,Tuscumbia city,15.3,75.9,21.2,0.4,0.3,1.4,86.2,41176
AL,Tuskegee city,27.6,1.9,95.8,0.1,0.5,1.3,83.6,26896
AL,Twin town,16.5,98,0,0,0,2.8,77.6,41705
AL,Underwood-Petersville CDP,12.9,91.3,6.2,0.2,0.6,1,77.1,39874
AL,Union town,22.7,3.4,95.4,0.8,0,0.4,76.2,26875
AL,Union Grove town,6.2,93.5,0,0,0,6.5,91.7,40313
AL,Union Springs city,26.8,12.9,71.8,0.2,0.4,17,57.1,30032
AL,Uniontown town,48.4,9.1,90.6,0,0,0.5,66.1,14967
AL,Uriah CDP,14.7,70.1,20.7,4.1,0.3,2,83.8,23421
AL,Valley city,18.5,64,33,0.1,1.2,1.7,84.9,39531
AL,Valley Grande city,12.3,75.2,23,0.4,0.4,0.5,85.9,55134
AL,Valley Head town,23.2,91.9,1.8,0.9,0.2,3,75.7,30391
AL,Vance town,9,88.8,7.2,0.4,0.6,5.6,88,64432
AL,Vandiver CDP,12.3,97.9,0.7,0.2,0.1,1.4,75.9,47171
AL,Vernon city,31.1,79.4,18.1,0.3,0,1.7,81,30292
AL,Vestavia Hills city,4.3,90.4,3.8,0.2,3.8,2.5,97.3,84854
AL,Vina town,23.9,94.7,1.1,0.3,0.6,2.2,57.3,22500
AL,Vincent town,10.9,78.7,19.8,0.4,0.1,0.7,77.5,42692
AL,Vinegar Bend CDP,0,15.1,79.2,2.6,0.5,0,64.5,77083
AL,Vredenburgh town,39,6.7,92.9,0.3,0,1.3,73.5,
AL,Wadley town,34.7,57.9,36.2,0.1,0,4.4,73.9,25294
AL,Waldo town,22,63.3,36,0,0,0,75.8,32188
AL,Walnut Grove town,10.3,96.6,0,0.6,0.1,1.6,68.4,38846
AL,Warrior city,18.8,83.1,14.2,0.2,0.4,0.8,86.9,45396
AL,Waterloo town,18.2,99,0.5,0.5,0,0,73.6,39167
AL,Waverly town,10.9,87.6,11.7,0,0,2.8,74.1,55417
AL,Weaver city,5.7,81.4,13.6,0.7,1.1,3,83.9,44851
AL,Webb town,18.7,74.8,18.7,0.7,0.3,6.2,78,35375
AL,Wedowee town,26.7,68.4,30.9,0.4,0.1,1.3,70.1,26574
AL,Weogufka CDP,43.2,99.3,0,0,0.4,1.1,56.3,19792
AL,West Blocton town,31.6,85.6,13.2,0.4,0.1,0.1,79.9,36250
AL,West End-Cobb Town CDP,19.6,76.1,20.9,0.5,0.2,1.6,68.1,35233
AL,West Jefferson town,10.2,96.7,1.2,0,0,0.3,88.3,45938
AL,Westover town,13.4,93.6,2.5,0.9,0.5,2.3,85.2,58906
AL,West Point town,14.2,95.6,0,0.7,0.5,6,86.9,50329
AL,Wetumpka city,10.7,67.9,26.1,0.6,1.1,3.8,85,46190
AL,Whatley CDP,-,72,26.7,0,0.7,2,-,
AL,White Hall town,42.7,2.4,95.6,0.2,0,0.9,66.6,18462
AL,White Plains CDP,5,96.7,1.7,0.4,0.2,1.4,95.7,55781
AL,Whitesboro CDP,25.2,96.7,0.7,0.7,0.3,1.1,84.4,36736
AL,Wilsonville town,20.3,89.6,7.2,0.4,0.1,2.6,88,43456
AL,Wilton town,12,71.5,22.7,0,0.1,4.7,84.6,39750
AL,Winfield city,13.3,92.9,4.5,0.3,0.3,2,86.8,40654
AL,Woodland town,26.6,92.9,2.2,0,0,3.8,86.4,34205
AL,Woodstock town,13.5,94.3,3.4,0.1,0.1,2.1,89.5,54519
AL,Woodville town,25.9,94,0.5,2,0.3,2.3,77.7,34444
AL,Yellow Bluff town,44.1,0.5,99.5,0,0,0,62,16786
AL,York city,46.8,13.6,85.6,0.2,0,1,77.1,17399
AK,Adak city,39.3,19.6,4,5.5,52.5,8.9,93.4,78500
AK,Akhiok city,40.5,8.5,1.4,50.7,1.4,11.3,62.5,26250
AK,Akiachak CDP,26.1,3.5,0.2,95.1,0.2,0.2,76.7,38750
AK,Akiak city,31.3,5.2,0,92.8,0,0.3,81.3,42000
AK,Akutan city,16.1,23.3,17.9,5.5,43.3,20.8,73,24750
AK,Alakanuk city,44.6,2.1,0,95,0.4,0,65.4,32917
AK,Alatna CDP,0,2.7,0,97.3,0,0,100,
AK,Alcan Border CDP,0,90.9,0,0,0,9.1,100,
AK,Aleknagik city,11.6,15.1,0,75.8,0,0,84,41875
AK,Aleneva CDP,0,100,0,0,0,0,0,
AK,Allakaket city,9.1,1,0,95.2,0,0,72.9,26500
AK,Ambler city,21.4,11.2,0.4,84.5,0,0,78.7,42344
AK,Anaktuvuk Pass city,26.3,7.1,0.3,83.3,0,2.2,80.9,66250
AK,Anchorage municipality,8.2,66,5.6,7.9,8.1,7.6,93,78326
AK,Anchor Point CDP,10.1,90.2,0.3,3.8,0.9,2.2,93.8,51591
AK,Anderson city,0,87.8,1.6,2.8,0.8,3.7,98.6,87708
AK,Angoon city,17.8,10.5,0.9,75.8,0,7.8,86.7,32750
AK,Aniak city,19,20.4,0.2,69.5,0,1.2,83.8,60500
AK,Anvik city,16.3,3.5,0,92.9,0,0,94.2,26563
AK,Arctic Village CDP,36.6,4.6,0,88.8,0,0,75,26250
AK,Atka city,1.5,4.9,0,95.1,0,0,89.5,50625
AK,Atmautluak CDP,25.6,1.4,0.7,97.8,0,0,70.2,50625
AK,Atqasuk city,23.3,6.9,0,92.3,0,0,75.9,52500
AK,Attu Station CDP,-,90.5,0,4.8,0,19,100,
AK,Badger CDP,4.5,83.8,2.7,4.9,1.7,4.5,96.2,75917
AK,Barrow city,11.7,16.9,1,61.2,9.1,3.1,84.6,76902
AK,Bear Creek CDP,12.7,80.9,0.6,10.7,1.6,1.8,92.5,81458
AK,Beaver CDP,30,1.2,0,97.6,0,4.8,69.8,24000
AK,Beluga CDP,33.3,90,0,10,0,0,66.7,
AK,Bethel city,11.4,23.3,0.9,65,2.5,2.2,85.8,76135
AK,Bettles city,0,75,8.3,0,0,0,100,50000
AK,Big Delta CDP,13,92.6,0.2,2.4,0.3,1.5,97.6,65417
AK,Big Lake CDP,9.6,86.1,0.2,7,0.5,3.1,90.4,70988
AK,Birch Creek CDP,100,0,0,100,0,0,0,
AK,Brevig Mission city,57.6,4.6,0.5,91.5,0,0.5,78,32344
AK,Buckland city,24.4,2.6,0,95.4,0,0,86.2,60357
AK,Buffalo Soapstone CDP,4.6,84.1,1.6,3.3,0.5,3.2,90.4,68333
AK,Butte CDP,9.6,90.4,0.3,4.3,0.6,3.1,94.3,81875
AK,Cantwell CDP,9.1,77.2,0.5,15.5,0,1.4,95,56000
AK,Central CDP,5.2,92.7,0,4.2,0,1,82.2,
AK,Chalkyitsik CDP,36.6,14.5,0,85.5,0,0,88.7,29375
AK,Chase CDP,0,100,0,0,0,0,65.2,
AK,Chefornak city,18.4,3.3,0.2,95.7,0,0,74.3,55625
AK,Chena Ridge CDP,4.9,83.8,1.3,6.2,1.8,3.2,96.5,93532
AK,Chenega CDP,34.8,39.5,0,52.6,0,2.6,100,
AK,Chevak city,32.8,2.3,0,94.9,0.3,0.1,82.8,41136
AK,Chickaloon CDP,13.5,86.4,0,6.3,0.7,1.5,91.7,40893
AK,Chicken CDP,-,100,0,0,0,14.3,-,-
AK,Chignik city,0,34.1,0,57.1,3.3,1.1,100,96250
AK,Chignik Lagoon CDP,0,20.5,0,62.8,1.3,3.8,84,93438
AK,Chignik Lake CDP,8.6,2.7,0,94.5,0,0,68.2,45000
AK,Chiniak CDP,0,91.5,0,4.3,0,0,100,-
AK,Chistochina CDP,20.3,36.6,0,53.8,0,0,80,(X)
AK,Chitina CDP,15,64.3,0,19.8,0,2.4,82.6,(X)
AK,Chuathbaluk city,50.5,3.4,1.7,88.1,0,2.5,92,43750
AK,Circle CDP,63.6,9.6,0,84.6,0,1.9,54.3,17125
AK,Clam Gulch CDP,13.2,85.2,0,5.7,0,0.6,84.3, 
AK,Clark's Point city,55.4,11.3,0,88.7,0,0,74.2,25833
AK,Coffman Cove city,6,94.3,0,4,0,1.1,91.9,41786
AK,Cohoe CDP,16,89.5,0.4,4.5,0.4,2.2,95,57228
AK,Cold Bay city,0,74.1,1.9,12,1.9,4.6,97.5,86250
AK,Coldfoot CDP,30,90,0,10,0,0,70, 
AK,College CDP,8.2,73.1,3.2,9.5,4.6,5.3,94.9,73812
AK,Cooper Landing CDP,4.2,95.5,0,1.4,0.7,0,95.3,64301
AK,Copper Center CDP,18.8,45.7,0,48.5,0.3,3,84.8,39063
AK,Cordova city,5.8,70.3,0.4,8.8,10.9,4.2,91.6,85833
AK,Covenant Life CDP,0,91.9,0,5.8,1.2,0,100,31875
AK,Craig city,13.9,65,0.3,20,0.7,3.2,89.3,63229
AK,Crooked Creek CDP,39.8,7.6,0,83.8,0,0,80.8,31250
AK,Crown Point CDP,0,83.8,4.1,4.1,4.1,5.4,100,56688
AK,Deering city,14,9,0,86.9,0,0,88,50000
AK,Delta Junction city,10.6,88.1,1.8,3.2,1.1,4.7,95.4,72500
AK,Deltana CDP,14.9,92.1,0.9,2.5,0.9,2.4,93.8,74457
AK,Diamond Ridge CDP,9.2,91.7,0.2,3.1,1.3,2.1,97,69375
AK,Dillingham city,12.3,30.7,0.4,55.9,1.3,2.9,93.6,66875
AK,Diomede city,65.1,4.3,0,92.2,0,0,63.6,16250
AK,Dot Lake CDP,-,69.2,0,23.1,0,0,-, 
AK,Dot Lake Village CDP,25.9,8.1,0,82.3,0,0,64.9,20625
AK,Dry Creek CDP,15.5,100,0,0,0,4.3,100, 
AK,Eagle city,25.8,90.7,0,8.1,0,0,90.7,33125
AK,Eagle Village CDP,17.6,55.2,1.5,38.8,1.5,0,82.4, 
AK,Edna Bay CDP,-,97.6,2.4,0,0,0,-, 
AK,Eek city,21.2,2.4,0,97.6,0,1,68.7,39063
AK,Egegik city,17.6,47.7,0,39.4,0,1.8,91.1,38125
AK,Eielson AFB CDP,6.8,80.3,7.8,0.9,2.6,7.9,96.6,53388
AK,Ekwok city,28.6,5.2,0,90.4,0,2.6,63.4,31875
AK,Elfin Cove CDP,0,70,0,5,0,0,100,106667
AK,Elim city,29.3,7.3,0,89.7,0.3,0.3,86.9,37188
AK,Emmonak city,25.8,3.1,0,96.3,0.1,0.1,83.9,44773
AK,Ester CDP,9.1,84.6,2.1,6.7,1.2,3.3,95,68163
AK,Eureka Roadhouse CDP,-,75.9,0,6.9,3.4,6.9,-, 
AK,Evansville CDP,0,46.7,0,53.3,0,0,78.6,23750
AK,Excursion Inlet CDP,12.5,75,0,0,0,8.3,86.7, 
AK,Fairbanks city,13.1,66.1,9,10,3.6,9,91.2,55229
AK,False Pass city,5.4,20,0,77.1,2.9,0,100,55625
AK,Farmers Loop CDP,5.8,84,0.8,6.3,1.8,2.9,98.9,100703
AK,Farm Loop CDP,4.1,88.8,0.8,4.2,0.9,1.9,92.4,82250
AK,Ferry CDP,100,97,0,0,0,0,100, 
AK,Fishhook CDP,4.8,87.5,0.6,3.6,1.2,2.8,94.5,86917
AK,Flat CDP,-,(X),(X),(X),(X),(X),-, 
AK,Fort Greely CDP,0,78.3,4.3,1.9,1.5,13.2,100, 
AK,Fort Yukon city,18.5,7.7,0.5,89.2,0.2,0.3,77.1,39583
AK,Four Mile Road CDP,0,53.5,0,30.2,2.3,0,50, 
AK,Fox CDP,0,82,0.5,7.4,0.7,5.3,100,76563
AK,Fox River CDP,17.1,98.8,0,0,1.2,0,37.9,57083
AK,Fritz Creek CDP,11.7,89.9,0.5,2.9,0.8,2.6,92.7,61875
AK,Funny River CDP,11.9,91,0.1,4.6,0.2,1.1,94.3,59314
AK,Gakona CDP,8.8,79.4,0,19.7,0,0.9,92.9,80625
AK,Galena city,7.9,29.4,0,63.6,0.6,2.3,86.4,63333
AK,Gambell city,41.3,3.8,0,95.6,0.1,0.4,72.4,29417
AK,Game Creek CDP,0,100,0,0,0,0,100, 
AK,Gateway CDP,7.8,85.3,1,4.2,1.8,3.7,96.1,92739
AK,Glacier View CDP,9.2,94,0,0.9,0.4,3,90.2,43000
AK,Glennallen CDP,0,77.4,0.4,7.7,0.6,1.4,94.4, 
AK,Goldstream CDP,3.7,89,0.6,3.4,0.7,2.5,97.3,88371
AK,Golovin city,39.4,4.5,0,92.9,0,0.6,90.4,40000
AK,Goodnews Bay city,36.2,4.5,0,94.7,0,0.4,58.6,30313
AK,Grayling city,42,6.7,0,87.1,0,0,70.4,20417
AK,Gulkana CDP,7.8,23.5,0,76.5,0,4.2,91.2, 
AK,Gustavus city,8.1,91.4,0,2.7,1.1,1.6,95.6,57639
AK,Haines CDP,5.1,81.1,0.6,11.2,0.5,1.7,95.4,69735
AK,Halibut Cove CDP,0,86.8,0,6.6,0,1.3,100, 
AK,Happy Valley CDP,15.5,87.5,0.2,5.9,0.3,2,91.4,41625
AK,Harding-Birch Lakes CDP,4.2,93.3,0.3,3.3,0,2.7,94.5,51042
AK,Healy CDP,6.8,91.5,0.4,2.1,1.6,2.1,93.6,88462
AK,Healy Lake CDP,-,15.4,0,84.6,0,0,-, 
AK,Hobart Bay CDP,-,0,0,100,0,0,-, 
AK,Hollis CDP,4.8,89.3,0,4.5,0.9,0.9,89.5,103571
AK,Holy Cross city,13.1,4.5,0,91.6,0,0,86.1,36094
AK,Homer city,12.6,89.3,0.4,4.1,1,2.1,95.9,55849
AK,Hoonah city,16.4,32.6,0.4,52.5,0.5,3,87.7,57708
AK,Hooper Bay city,40.9,1.9,0,94.6,0,0,75,35938
AK,Hope CDP,0,88,0,4.2,0.5,3.1,100, 
AK,Houston city,14.8,82.2,0.4,6.7,0.6,3.3,90.2,50438
AK,Hughes city,21,1.3,2.6,96.1,0,0,92.6,32500
AK,Huslia city,24.5,6.5,0,92.4,0,0,93.1,42000
AK,Hydaburg city,17.3,11.4,0.5,77.1,0,3.2,90.1,31250
AK,Hyder CDP,46.2,90.8,0,1.1,0,2.3,53.8, 
AK,Igiugig CDP,6.1,28,0,40,0,12,90.3,51250
AK,Iliamna CDP,15.8,33,0,54.1,0,3.7,88.7,68750
AK,Ivanof Bay CDP,-,0,0,100,0,0,-, 
AK,Juneau city and borough,6.6,69.7,0.9,11.8,6.1,5.1,94.8,85746
AK,Kachemak city,8.9,91.7,0,4,1.3,2.1,92.6,70625
AK,Kake city,21.8,17.1,0.2,69.1,0,1.8,85.7,40417
AK,Kaktovik city,4.1,10,0,88.7,0,0,76.5,48125
AK,Kalifornsky CDP,5.1,87.2,0.4,5,0.9,3.5,96.3,72335
AK,Kaltag city,13.5,5.8,0,91.6,0,0,86.4,28750
AK,Karluk CDP,31.8,5.4,0,94.6,0,0,85,20938
AK,Kasaan city,2.8,53.1,0,34.7,2,0,90.2,49286
AK,Kasigluk CDP,35.8,3.3,0,94.7,0,0.2,68.1,43750
AK,Kasilof CDP,5.7,87.8,0.2,4.2,0.5,2.4,100,65893
