Geographic Area,City,percent_completed_hs,Median Income
SC,Atlantic Beach town,84,20000
SC,Awendaw town,80.6,38500
SC,Aynor town,77.8,32917
SC,Bamberg town,81.2,38500
SC,Barnwell city,79.9,22672
SC,Batesburg-Leesville town,77.8,28750
SC,Beaufort city,89.7,42630
SC,Belton city,78.4,31778
SC,Belvedere CDP,80.5,39381
SC,Bennettsville city,66.7,27684
SC,Berea CDP,75.1,31148
SC,Bethune town,83.6,29063
SC,Bishopville city,78,19824
SC,Blacksburg town,75.9,25083
SC,Blackville town,75,22413
SC,Blenheim town,88.8,34250
SC,Bluffton town,92.7,64287
SC,Blythewood town,95.3,86923
SC,Boiling Springs CDP,90.6,64821
SC,Bonneau town,77.5,33438
SC,Bonneau Beach CDP,81.8,41528
SC,Bowman town,82.7,29844
SC,Boykin CDP,100,92102
SC,Bradley CDP,80.6,(X)
SC,Branchville town,84.8,42407
SC,Briarcliffe Acres town,97.7,90417
SC,Brookdale CDP,78.2,19379
SC,Brunson town,87,29464
SC,Bucksport CDP,80,24196
SC,Buffalo CDP,81,22679
SC,Burnettown town,82.4,34865
SC,Burton CDP,83.9,44697
SC,Calhoun Falls town,69.5,26488
SC,Camden city,84.9,41351
SC,Cameron town,89.4,38750
SC,Campobello town,82.2,36458
SC,Cane Savannah CDP,91.8,48125
SC,Carlisle town,78.4,23056
SC,Catawba CDP,67.3,26583
SC,Cayce city,89.5,43452
SC,Centerville CDP,86.6,46930
SC,Central town,88.4,26212
SC,Central Pacolet town,59.1,20000
SC,Chapin town,93,52639
SC,Charleston city,93.6,55546
SC,Cheraw town,74.4,23838
SC,Cherryvale CDP,65.5,31250
SC,Chesnee city,62.3,19516
SC,Chester city,77.5,21003
SC,Chesterfield town,73.4,34250
SC,City View CDP,55.1,16199
SC,Clarks Hill CDP,63,38523
SC,Clearwater CDP,83,30123
SC,Clemson city,96.4,34700
SC,Clifton CDP,71.5,23333
SC,Clinton city,75.6,29342
SC,Clio town,79.4,41250
SC,Clover town,86.5,45173
SC,Cokesbury CDP,63.7,(X)
SC,Columbia city,87.2,41260
SC,Converse CDP,78.3,20677
SC,Conway city,85.6,34615
SC,Cope town,76.7,(X)
SC,Cordova town,91.8,32500
SC,Coronaca CDP,100,(X)
SC,Cottageville town,81.6,43125
SC,Coward town,73.5,32961
SC,Cowpens town,75.6,27000
SC,Cross Anchor CDP,73.2,-
SC,Cross Hill town,77.7,43875
SC,Dalzell CDP,85.5,49281
SC,Darlington city,79.3,26667
SC,Denmark city,76.2,19286
SC,Dentsville CDP,86.5,37106
SC,Dillon city,68.4,31475
SC,Donalds town,76,31250
SC,Due West town,88,51953
SC,Duncan town,90.7,32117
SC,Dunean CDP,73.9,30938
SC,Easley city,84.8,41336
SC,East Gaffney CDP,67,30287
SC,Eastover town,59.4,19417
SC,East Sumter CDP,74.3,31905
SC,Edgefield town,76.1,26735
SC,Edisto CDP,77.4,19393
SC,Edisto Beach town,98.6,81458
SC,Ehrhardt town,84.1,35956
SC,Elgin town,81.7,57500
SC,Elgin CDP,86.8,28285
SC,Elko town,72.4,21875
SC,Elloree town,80.6,33393
SC,Enoree CDP,76.7,45938
SC,Estill town,75.1,30130
SC,Eureka Mill CDP,74.2,27179
SC,Eutawville town,72,26471
SC,Fairfax town,83,20923
SC,Fairforest CDP,74.5,25688
SC,Fair Play CDP,80.9,72750
SC,Fingerville CDP,50,-
SC,Five Forks CDP,96.4,115050
SC,Florence city,88.8,42853
SC,Folly Beach city,100,90149
SC,Forest Acres city,96.5,54909
SC,Forestbrook CDP,92.4,53628
SC,Fort Lawn town,73.1,32500
SC,Fort Mill town,90.3,61773
SC,Fountain Inn city,90.8,47816
SC,Furman town,64.9,30000
SC,Gadsden CDP,84.4,27331
SC,Gaffney city,77.5,30492
SC,Gantt CDP,72.9,30694
SC,Garden City CDP,88.8,41916
SC,Gaston town,84.4,40050
SC,Gayle Mill CDP,53.8,16017
SC,Georgetown city,83.6,24534
SC,Gifford town,62.2,28313
SC,Gilbert town,74.1,53654
SC,Glendale CDP,70.4,29500
SC,Gloverville CDP,66.6,23616
SC,Golden Grove CDP,83.4,56927
SC,Goose Creek city,92.9,61122
SC,Govan town,61.8,(X)
SC,Gramling CDP,-,-
SC,Graniteville CDP,77.3,27117
SC,Gray Court town,66.9,31563
SC,Great Falls town,72,27887
SC,Greeleyville town,93.7,21563
SC,Greenville city,87.7,41924
SC,Greenwood city,72.1,24593
SC,Greer city,84.5,44455
SC,Hampton town,85.9,35568
SC,Hanahan city,90.1,52520
SC,Hardeeville city,84.6,41440
SC,Harleyville town,83.9,29438
SC,Hartsville city,83.9,24768
SC,Heath Springs town,78.2,30417
SC,Hemingway town,93.3,32656
SC,Hickory Grove town,76.4,58125
SC,Hilda town,68.1,34792
SC,Hilton Head Island town,93,66646
SC,Hodges town,91.8,51250
SC,Holly Hill town,70.7,33750
SC,Hollywood town,86.9,55500
SC,Homeland Park CDP,71.4,26291
SC,Honea Path town,77.9,24951
SC,Hopkins CDP,67.2,34241
SC,India Hook CDP,89.6,69594
SC,Inman city,79.9,32622
SC,Inman Mills CDP,75.4,28712
SC,Irmo town,92.6,55168
SC,Irwin CDP,78.3,36351
SC,Islandton CDP,100,-
SC,Isle of Palms city,99,95000
SC,Iva town,66.4,23641
SC,Jackson town,87.1,48690
SC,Jacksonboro CDP,79,31282
SC,James Island town,93.6,64313
SC,Jamestown town,89.1,46250
SC,Jefferson town,79.9,30750
SC,Jenkinsville town,83.1,55000
SC,Joanna CDP,79.3,40000
SC,Johnsonville city,79.7,45741
SC,Johnston town,70,31250
SC,Jonesville town,68,17273
SC,Judson CDP,62.8,18333
SC,Kershaw town,82.2,32596
SC,Kiawah Island town,99.6,138125
SC,Kingstree town,80.9,21743
SC,Kline town,77,33750
SC,Ladson CDP,84.4,55063
SC,Lake City city,72.1,30992
SC,Lake Murray of Richland CDP,93.7,103656
SC,Lake Secession CDP,71.3,41111
SC,Lake View town,82.4,28375
SC,Lakewood CDP,79.7,46196
SC,Lake Wylie CDP,96.4,76094
SC,Lamar town,73.7,31000
SC,Lancaster city,80.5,29974
SC,Landrum city,84,35823
SC,Lane town,90,23750
SC,Langley CDP,64.1,27636
SC,Latta town,78.8,28421
SC,Laurel Bay CDP,90.8,36941
SC,Laurens city,78.4,29295
SC,Lesslie CDP,83.6,67477
SC,Lexington town,93.7,60376
SC,Liberty city,79.3,26985
SC,Lincolnville town,80.9,37750
SC,Little Mountain town,94.4,69063
SC,Little River CDP,90.1,49356
SC,Livingston town,84.6,30417
SC,Lockhart town,73.5,24875
SC,Lodge town,92.1,33859
SC,Loris city,83.1,33393
SC,Lowndesville town,61.6,15781
SC,Lowrys town,78.6,52500
SC,Lugoff CDP,92.2,60156
SC,Luray town,79.4,41111
SC,Lydia CDP,72.2,35560
SC,Lyman town,88.2,47400
SC,Lynchburg town,79,21705
SC,McBee town,74.9,32500
SC,McClellanville town,98.2,75714
SC,McColl town,74.4,24323
SC,McConnells town,85.3,52500
SC,McCormick town,70.9,23450
SC,Manning city,73.6,26127
SC,Marion city,86.7,29037
SC,Mauldin city,93.3,59960
SC,Mayesville town,76.1,32000
SC,Mayo CDP,71.5,66250
SC,Meggett town,90.1,62604
SC,Modoc CDP,97,64167
SC,Monarch Mill CDP,71.7,42866
SC,Moncks Corner town,84.7,48325
SC,Monetta town,83.7,28750
SC,Mount Carmel CDP,52.3,45833
SC,Mount Croghan town,81.7,46250
SC,Mount Pleasant town,97.6,77638
SC,Mountville CDP,100,46528
SC,Mulberry CDP,73.2,31042
SC,Mullins city,77.2,29087
SC,Murphys Estates CDP,74.5,43750
SC,Murrells Inlet CDP,93.8,50762
SC,Myrtle Beach city,85.7,36514
SC,Neeses town,79.8,42708
SC,Newberry city,74.9,33680
SC,New Ellenton town,82.4,34044
SC,Newport CDP,96.4,57458
SC,Newry CDP,37.5,43426
SC,Nichols town,77.9,30000
SC,Ninety Six town,88.7,39375
SC,Norris town,73.1,36875
SC,North town,73.3,23750
SC,North Augusta city,91,50028
SC,North Charleston city,81.8,39543
SC,North Hartsville CDP,80.6,47713
SC,Northlake CDP,95.1,65409
SC,North Myrtle Beach city,92.7,47562
SC,Norway town,89.4,32500
SC,Oak Grove CDP,89.1,48635
SC,Oakland CDP,83.1,41076
SC,Olanta town,76,30729
SC,Olar town,84.8,34583
SC,Orangeburg city,85,30552
SC,Oswego CDP,0,-
SC,Pacolet town,75,30700
SC,Pageland town,70.4,30077
SC,Pamplico town,77.3,32619
SC,Parker CDP,63.4,28424
SC,Parksville town,95.9,56250
SC,Patrick town,81.5,22500
SC,Pawleys Island town,100,(X)
SC,Paxville town,85,37500
SC,Peak town,82.8,(X)
SC,Pelion town,91.6,61250
SC,Pelzer town,94.7,38750
SC,Pendleton town,79.1,24296
SC,Perry town,66.3,22143
SC,Pickens city,67.9,33250
SC,Piedmont CDP,82.4,37246
SC,Pine Ridge town,93.3,72109
SC,Pinewood town,72.6,25000
SC,Pinopolis CDP,98.4,98250
SC,Plum Branch town,97.4,39688
SC,Pomaria town,77.9,70625
SC,Port Royal town,92.9,47445
SC,Powdersville CDP,87.9,50471
SC,Princeton CDP,100,(X)
SC,Privateer CDP,83.3,36394
SC,Promised Land CDP,56.5,27875
SC,Prosperity town,77.3,37411
SC,Quinby town,93,64115
SC,Ravenel town,81.2,41473
SC,Red Bank CDP,86.1,45322
SC,Red Hill CDP,87.3,41956
SC,Reevesville town,76.4,49750
SC,Reidville town,91.3,59792
SC,Rembert CDP,85.1,40658
SC,Richburg town,77.5,39125
SC,Ridgeland town,75.6,35405
SC,Ridge Spring town,83.9,31429
SC,Ridgeville town,64.4,46875
SC,Ridgeway town,87.1,44444
SC,Riverview CDP,63.9,70205
SC,Rock Hill city,88,40396
SC,Rockville town,97.2,53125
SC,Roebuck CDP,85.3,53125
SC,Rowesville town,74.9,35536
SC,Ruby town,81,41923
SC,Russellville CDP,95.4,32434
SC,St. Andrews CDP,89.9,33741
SC,St. George town,80.7,35031
SC,St. Matthews town,76.1,30877
SC,St. Stephen town,80,23417
SC,Salem town,79.2,40208
SC,Salley town,82.7,23523
SC,Saluda town,68.8,22117
SC,Sangaree CDP,86.9,50926
SC,Sans Souci CDP,73.3,27455
SC,Santee town,84,33036
SC,Saxon CDP,65.6,19842
SC,Scotia town,85.8,22059
SC,Scranton town,76.4,19712
SC,Seabrook Island town,97.8,98750
SC,Sellers town,60.5,(X)
SC,Seneca city,84.3,35609
SC,Seven Oaks CDP,92.3,50491
SC,Sharon town,89.4,40476
SC,Shell Point CDP,96.6,57632
SC,Shiloh CDP,70,28214
SC,Silverstreet town,96.5,50000
SC,Simpsonville city,91.3,56691
SC,Six Mile town,87.3,60208
SC,Slater-Marietta CDP,58.9,27143
SC,Smoaks town,94,44167
SC,Smyrna town,67.6,36429
SC,Snelling town,85.6,36875
SC,Socastee CDP,87.5,39384
SC,Society Hill town,61.4,35192
SC,South Congaree town,89.7,43370
SC,Southern Shops CDP,54.6,21199
SC,South Sumter CDP,75.6,26548
SC,Spartanburg city,82.3,35126
SC,Springdale CDP,71.3,31389
SC,Springdale town,92.4,50987
SC,Springfield town,79,34375
SC,Starr town,85,40750
SC,Startex CDP,62.3,33750
SC,Stateburg CDP,92.1,81607
SC,Stuckey town,86.3,40833
SC,Sullivan's Island town,97.6,111842
SC,Summerton town,76.6,24250
SC,Summerville town,92.9,55476
SC,Summit town,89.8,56369
SC,Sumter city,84,38808
SC,Surfside Beach town,91.7,47153
SC,Swansea town,87.1,30500
SC,Sycamore town,71.2,(X)
SC,Tatum town,95.5,26429
SC,Taylors CDP,88.1,49283
SC,Tega Cay city,98.1,119250
SC,Tigerville CDP,100,(X)
SC,Timmonsville town,73.1,27625
SC,Travelers Rest city,87.3,52460
SC,Trenton town,82,40000
SC,Troy town,86.5,40938
SC,Turbeville town,81.9,27064
SC,Ulmer town,89.3,(X)
SC,Union city,78.9,25862
SC,Utica CDP,70.1,41042
SC,Valley Falls CDP,89.6,36955
SC,Vance town,88.3,17292
SC,Varnville town,84.3,30455
SC,Wade Hampton CDP,88.3,46287
SC,Wagener town,78.1,28625
SC,Walhalla city,64.5,26446
SC,Wallace CDP,68.5,28750
SC,Walterboro city,84.5,22500
SC,Ward town,70.9,33438
SC,Ware Place CDP,83.8,"2,500-"
SC,Ware Shoals town,75.5,27468
SC,Warrenville CDP,78,38125
SC,Waterloo town,70.3,27500
SC,Watts Mills CDP,76.2,32656
SC,Wedgefield CDP,83.9,35114
SC,Welcome CDP,72.2,32390
SC,Wellford city,83.9,33750
SC,West Columbia city,85.1,41230
SC,Westminster city,80.6,31500
SC,West Pelzer town,76.3,26958
SC,West Union town,67.5,28750
SC,Whitmire town,74.6,29375
SC,Wilkinson Heights CDP,85.1,28144
SC,Williams town,89.1,60000
SC,Williamston town,87.6,40958
SC,Willington CDP,90.1,"2,500-"
SC,Williston town,80.7,24630
SC,Windsor town,77.4,50250
SC,Winnsboro town,82,29558
SC,Winnsboro Mills CDP,54.9,22500
SC,Woodfield CDP,85.8,35293
SC,Woodford town,76,33542
SC,Woodruff city,62.2,35389
SC,Yemassee town,82.7,36379
SC,York city,76.5,38814
SC,Aberdeen city,91.7,47290
SC,Agar town,100,58000
SC,Agency Village CDP,85.7,36250
SD,Akaska town,87.1,(X)
SD,Albee town,80,28750
SD,Alcester city,83.8,41350
SD,Alexandria city,95.8,62292
SD,Allen CDP,36.9,19000
SD,Alpena town,74.1,59444
SD,Altamont town,70,41750
SD,Anderson CDP,86,80250
SD,Andover town,86.5,(X)
SD,Antelope CDP,60.7,23393
SD,Arlington city,87.4,47679
SD,Armour city,85.2,43548
SD,Artas town,80,-
SD,Artesian town,73.6,51250
SD,Ashland Heights CDP,95.4,(X)
SD,Ashton city,87.6,56250
SD,Astoria town,89.9,43000
SD,Aurora town,94.2,55536
SD,Aurora Center CDP,82.4,71875
SD,Avon city,92.8,46750
SD,Badger town,96.3,51250
SD,Baltic city,92.1,65438
SD,Bancroft town,82.4,35750
SD,Batesland town,78.6,37188
SD,Bath CDP,100,76000
SD,Bath Corner CDP,100,(X)
SD,Belle Fourche city,88.7,39179
SD,Belvidere town,100,38750
SD,Beresford city,92.1,51667
SD,Big Stone City city,90,51979
SD,Bijou Hills CDP,-,-
SD,Bison town,90.8,38167
SD,Blackhawk CDP,92.1,53882
SD,Blucksberg Mountain CDP,82.2,56559
SD,Blunt city,91,52500
SD,Bonesteel city,86.9,34107
SD,Bowdle city,83.8,61563
SD,Box Elder city,92,48652
SD,Bradley town,72.4,37500
SD,Brandon city,97.9,73065
SD,Brandt town,91.8,25000
SD,Brant Lake CDP,93.8,65938
SD,Brentford town,90.2,(X)
SD,Bridgewater city,76,44821
SD,Bristol city,89.5,38036
SD,Britton city,89.9,52270
SD,Broadland town,100,63750
SD,Brookings city,94.9,45175
SD,Bruce city,90.4,52500
SD,Bryant city,85.2,40893
SD,Buffalo town,95.3,53056
SD,Buffalo Gap town,91.1,20625
SD,Bullhead CDP,70.3,14444
SD,Burke city,89.6,33333
SD,Bushnell town,100,45714
SD,Butler town,84.6,66250
SD,Camp Crook town,96,43333
SD,Canistota city,87.2,50882
SD,Canova town,92.4,48125
SD,Canton city,94.1,46368
SD,Caputa CDP,-,-
SD,Carthage city,93.5,30714
SD,Castlewood city,96.3,54896
SD,Cavour town,96.4,42083
SD,Centerville city,94.4,42011
SD,Central City city,83.6,31111
SD,Chamberlain city,89.6,52845
SD,Chancellor town,91.5,58333
SD,Chelsea town,100,111250
SD,Chester CDP,91.1,70313
SD,Claire City town,92.9,39583
SD,Claremont town,92,48750
SD,Clark city,86.8,39519
SD,Clear Lake city,86.5,48750
SD,Colman city,96.8,45667
SD,Colome city,94.5,42500
SD,Colonial Pine Hills CDP,95,80400
SD,Colton city,92.3,54250
SD,Columbia city,91.3,41250
SD,Conde city,87.4,41000
SD,Corn Creek CDP,64.5,10536
SD,Corona town,91.1,57031
SD,Corsica city,75.5,56625
SD,Cottonwood town,100,-
SD,Cow Creek CDP,100,-
SD,Cresbard town,86.1,33438
SD,Crocker CDP,-,-
SD,Crooks city,92.8,82054
SD,Custer city,93.6,41500
SD,Dakota Dunes CDP,97.5,103021
SD,Dallas town,89,33750
SD,Dante town,90.6,63750
SD,Davis town,91.4,28750
SD,Deadwood city,93.1,35417
SD,Dell Rapids city,93.7,60532
SD,Delmont city,89.4,42361
SD,De Smet city,88.6,47917
SD,Dimock town,95.1,48125
SD,Doland city,90.5,53125
SD,Dolton town,65,63750
SD,Draper town,87.5,(X)
SD,Dupree city,84.3,39318
SD,Eagle Butte city,86.3,24261
SD,Eden town,84.6,31875
SD,Edgemont city,88.5,29236
SD,Egan city,87,35625
SD,Elk Point city,87.8,47434
SD,Elkton city,94.4,60455
SD,Emery city,92.9,41750
SD,Erwin town,98.1,16842
SD,Estelline city,84.8,53261
SD,Ethan town,91.6,52813
SD,Eureka city,67.2,30242
SD,Fairburn town,89.1,25625
SD,Fairfax town,93.5,33750
SD,Fairview town,80,41875
SD,Faith city,86.8,44500
SD,Farmer town,50,-
SD,Faulkton city,90.4,35893
SD,Fedora CDP,100,(X)
SD,Ferney CDP,100,-
SD,Flandreau city,84.4,41750
SD,Florence town,95.3,51000
SD,Forestburg CDP,93.3,(X)
SD,Fort Pierre city,88.2,56738
SD,Fort Thompson CDP,79.8,28203
SD,Frankfort city,88.1,37083
SD,Frederick town,86.4,48958
SD,Freeman city,86.2,43059
SD,Fruitdale town,83.9,36250
SD,Fulton town,93.1,45000
SD,Gann Valley CDP,100,(X)
SD,Garden City town,80.6,(X)
SD,Garretson city,94.9,58000
SD,Gary city,82.1,35313
SD,Gayville town,91.7,55729
SD,Geddes city,87.4,31250
SD,Gettysburg city,91.6,48333
SD,Glenham town,93.2,38125
SD,Goodwill CDP,74.6,36591
SD,Goodwin town,89.3,54167
SD,Green Grass CDP,100,-
SD,Green Valley CDP,84.5,43462
SD,Gregory city,83.6,30294
SD,Grenville town,71.6,31042
SD,Groton city,95.8,66667
SD,Hamill CDP,-,-
SD,Harrisburg city,97.5,73933
SD,Harrison CDP,95.9,80375
SD,Harrold town,90,41563
SD,Hartford city,94.6,69773
SD,Hayti town,92.2,47434
SD,Hazel town,87.2,47917
SD,Hecla city,85.5,38125
SD,Henry town,93.1,52917
SD,Hermosa town,92.1,45568
SD,Herreid city,92.9,38000
SD,Herrick town,76.5,37000
SD,Hetland town,100,35000
SD,Highmore city,90.6,54844
SD,Hill City city,88.1,46607
SD,Hillsview town,-,-
SD,Hitchcock town,90.3,44063
SD,Hosmer city,78.6,30625
SD,Hot Springs city,92.7,41680
SD,Hoven town,83.8,43906
SD,Howard city,87.7,44375
SD,Hudson town,91.7,44688
SD,Humboldt town,92.5,61094
SD,Hurley city,97.7,43646
SD,Huron city,81,41899
SD,Interior town,95.8,43500
SD,Ipswich city,89.2,50486
SD,Irene city,88.9,37083
SD,Iroquois city,91.4,47625
SD,Isabel town,92.8,30313
SD,Java town,86.7,27159
SD,Jefferson city,91.7,55192
SD,Johnson Siding CDP,92.3,90735
SD,Kadoka city,90.8,37455
SD,Kaylor CDP,100,72583
SD,Kennebec town,96.2,42083
SD,Keystone town,84.2,33500
SD,Kidder CDP,-,-
SD,Kimball city,86.7,42386
SD,Kranzburg town,93.5,66250
SD,Kyle CDP,67.9,20625
SD,La Bolt town,93.5,53750
SD,Lake Andes city,86.5,28167
SD,Lake City town,89.3,(X)
SD,Lake Madison CDP,96.7,69792
SD,Lake Norden city,91,49028
SD,Lake Poinsett CDP,97.3,62188
SD,Lake Preston city,91.5,39044
SD,Lane town,81.5,49250
SD,Langford town,88.5,47250
SD,La Plant CDP,51.4,25625
SD,Lead city,91.8,41912
SD,Lebanon town,85.7,(X)
SD,Lemmon city,83.1,32614
SD,Lennox city,92.9,45074
SD,Leola city,87.5,32500
SD,Lesterville town,85.6,48750
SD,Letcher town,98.4,44375
SD,Lily town,100,-
SD,Little Eagle CDP,78,17596
SD,Long Hollow CDP,86.6,(X)
SD,Long Lake town,94.1,41875
SD,Loomis CDP,100,-
SD,Lower Brule CDP,75.4,21538
SD,Lowry town,42.9,-
SD,McIntosh city,85.6,41250
SD,McLaughlin city,80.3,35667
SD,Madison city,92.5,40922
SD,Manderson-White Horse Creek CDP,48.3,15104
SD,Mansfield CDP,85.5,54375
SD,Marion city,88.8,40268
SD,Martin city,86.8,42188
SD,Marty CDP,87.1,22500
SD,Marvin town,72.7,31607
SD,Meadow View Addition CDP,90.9,62375
SD,Mellette city,97.7,59107
SD,Menno city,74.7,33315
SD,Midland town,90.5,32500
SD,Milbank city,91.8,42153
SD,Miller city,85.7,41193
SD,Milltown CDP,100,-
SD,Mission city,82.3,25875
SD,Mission Hill town,91.5,58500
SD,Mitchell city,90.1,47936
SD,Mobridge city,88.3,41651
SD,Monroe town,84.5,41875
SD,Montrose city,90.6,56071
SD,Morningside CDP,61,(X)
SD,Morristown town,85.4,31667
SD,Mound City town,84.5,35536
SD,Mount Vernon city,92.2,51563
SD,Murdo city,90.7,29375
SD,Naples town,80,(X)
SD,New Effington town,87.5,25417
SD,Newell city,88.9,31875
SD,New Holland CDP,50,(X)
SD,New Underwood city,94.2,48333
SD,New Witten town,90.4,64063
SD,Nisland town,89.5,27361
SD,Norris CDP,81.4,19167
SD,North Eagle Butte CDP,82.5,28750
SD,North Sioux City city,86.7,56875
SD,North Spearfish CDP,95.8,39652
SD,Northville town,100,80833
SD,Nunda town,81.6,31250
SD,Oacoma town,88.5,45875
SD,Oelrichs town,83.9,46875
SD,Oglala CDP,81.8,21757
SD,Okaton CDP,100,-
SD,Okreek CDP,90.1,23646
SD,Ola CDP,-,-
SD,Oldham city,94.5,35000
SD,Olivet town,90.2,34375
SD,Onaka town,100,(X)
SD,Onida city,94.9,58750
SD,Orient town,93.9,45313
SD,Ortley town,90,45833
SD,Parker city,92.7,51691
SD,Parkston city,84.8,39609
SD,Parmelee CDP,68.8,24861
SD,Peever town,92.7,50833
SD,Philip city,88.3,31574
SD,Pickstown town,91.7,62813
SD,Piedmont city,95.2,72794
SD,Pierpont town,93.7,50938
SD,Pierre city,89.2,53201
SD,Pine Lakes Addition CDP,92.9,105313
SD,Pine Ridge CDP,77.6,37500
SD,Plankinton city,81.3,46845
SD,Platte city,89.5,49500
SD,Pollock town,82.1,30288
SD,Porcupine CDP,74.4,23558
SD,Prairie City CDP,100,-
SD,Presho city,95.2,47232
SD,Pringle town,92.8,39286
SD,Pukwana town,91,38750
SD,Quinn town,96.8,59375
SD,Ramona town,90.4,32778
SD,Rapid City city,91.7,46966
SD,Rapid Valley CDP,96.2,58814
SD,Ravinia town,80.7,(X)
SD,Raymond town,67.3,38125
SD,Redfield city,92.5,37757
SD,Ree Heights town,93,(X)
SD,Reliance town,92.4,52813
SD,Renner Corner CDP,86,(X)
SD,Revillo town,87,56607
SD,Richland CDP,65.5,43409
SD,Rockham town,100,63333
SD,Roscoe city,76.4,33750
SD,Rosebud CDP,75,31172
SD,Rosholt town,89.7,50417
SD,Roslyn town,85.5,26042
SD,Roswell CDP,100,-
SD,Running Water CDP,54.8,(X)
SD,St. Charles CDP,100,55938
SD,St. Francis town,81.1,21250
SD,St. Lawrence town,93.4,65938
SD,St. Onge CDP,100,-
SD,Salem city,91.3,49750
SD,Scotland city,80.7,40156
SD,Selby city,84.2,46696
SD,Seneca town,100,29167
SD,Sherman town,98,70417
SD,Shindler CDP,97.9,104875
SD,Sinai town,83.8,(X)
SD,Sioux Falls city,90.9,52494
SD,Sisseton city,81.2,34929
SD,Soldier Creek CDP,41.4,15729
SD,South Shore town,88.6,46406
SD,Spearfish city,94.4,43046
SD,Spencer city,81.3,37500
SD,Spring Creek CDP,61.2,(X)
SD,Springfield city,85.8,32500
SD,Stickney town,91.8,41964
SD,Stockholm town,93.3,(X)
SD,Storla CDP,100,-
SD,Strandburg town,94.8,41250
SD,Stratford town,89.1,46250
SD,Sturgis city,90.1,35818
SD,Summerset city,96,72833
SD,Summit town,76.8,45938
SD,Tabor town,92.9,39583
SD,Tea city,96.2,76078
SD,Timber Lake city,82.3,42292
SD,Tolstoy town,83.3,23750
SD,Toronto town,94.9,30000
SD,Trent town,95.9,57386
SD,Tripp city,78.3,30556
SD,Tulare town,96.8,49375
SD,Turton town,86.7,58250
SD,Twin Brooks town,94.6,55000
SD,Two Strike CDP,69,(X)
SD,Tyndall city,86.4,39583
SD,Utica town,90.6,37500
SD,Vale CDP,90.7,23333
SD,Valley Springs city,93.3,54286
SD,Veblen city,81.3,37500
SD,Verdon town,100,-
SD,Vermillion city,96,29254
SD,Viborg city,85.6,31181
SD,Vienna town,88.5,64375
SD,Vilas town,83.3,56563
SD,Virgil town,57.1,53125
SD,Vivian CDP,100,60417
SD,Volga city,95.5,55875
SD,Volin town,90,56667
SD,Wagner city,86.2,34958
SD,Wakonda town,85.1,41250
SD,Wall town,97.8,45000
SD,Wallace town,100,53750
SD,Wanblee CDP,91.2,41875
SD,Ward town,100,55729
SD,Warner town,95.2,69375
SD,Wasta town,92.3,37679
SD,Watertown city,91.6,46766
SD,Waubay city,87.7,40781
SD,Waverly CDP,100,-
SD,Webster city,87.7,29861
SD,Wentworth village,94.7,42969
SD,Wessington city,85.9,35096
SD,Wessington Springs city,86.8,42458
SD,Westport town,89,48125
SD,Wetonka town,100,-
SD,White city,92.7,46719
SD,Whitehorse CDP,76.3,37188
SD,White Horse CDP,72.9,(X)
SD,White Lake city,88.4,38750
SD,White River city,85.9,33750
SD,White Rock town,50,-
SD,Whitewood city,92.6,41786
SD,Willow Lake city,85.7,31250
SD,Wilmot city,79.6,45833
SD,Winfred CDP,65.3,53333
SD,Winner city,83.7,34331
SD,Wolsey town,90.4,48750
SD,Wood town,100,(X)
SD,Woonsocket city,91.2,40750
SD,Worthing city,91.2,66083
SD,Wounded Knee CDP,48.8,(X)
SD,Yale town,81.5,53542
SD,Yankton city,91,40180
SD,Adams city,86.4,56667
SD,Adamsville town,70.2,30392
SD,Alamo town,76.1,35441
TN,Alcoa city,87.2,36215
TN,Alexandria town,86.6,50781
TN,Algood city,82,49375
TN,Allardt city,81,39145
TN,Altamont town,62.7,25641
TN,Andersonville CDP,76.1,37656
TN,Apison CDP,94.4,56905
TN,Ardmore city,82,37350
TN,Arlington town,94.1,93000
TN,Ashland City town,85.8,39777
TN,Athens city,84.6,30167
TN,Atoka town,92.1,83961
TN,Atwood town,77,32500
TN,Auburntown town,85.5,45156
TN,Baileyton town,82.7,33456
TN,Baneberry city,91.5,64375
TN,Banner Hill CDP,65.9,(X)
TN,Bartlett city,94.2,81158
TN,Baxter town,76.9,25929
TN,Bean Station city,77.8,31007
TN,Beersheba Springs town,45.8,25250
TN,Bell Buckle town,91.3,61458
TN,Belle Meade city,98.9,201289
TN,Bells city,75.5,37422
TN,Benton town,75.4,37344
TN,Berry Hill city,91.9,51591
TN,Bethel Springs town,77.5,33750
TN,Bethpage CDP,91.2,(X)
TN,Big Sandy town,75,20813
TN,Blaine city,80.6,43000
TN,Bloomingdale CDP,82.3,32757
TN,Blountville CDP,78.1,36362
TN,Bluff City city,85.8,39896
TN,Bolivar city,78.1,31272
TN,Bon Aqua Junction CDP,71.8,24738
TN,Bowman CDP,69.7,(X)
TN,Braden town,78.4,51964
TN,Bradford town,85.5,43750
TN,Bransford CDP,74.3,(X)
TN,Brentwood city,98.3,141833
TN,Brighton town,84.3,57958
TN,Bristol city,83.5,38551
TN,Brownsville city,79.5,27879
TN,Bruceton town,77.1,38333
TN,Bulls Gap town,80.6,37000
TN,Burlison town,83.8,40208
TN,Burns town,83.5,45104
TN,Byrdstown town,76.2,25613
TN,Calhoun town,85.4,38750
TN,Camden city,78.6,28073
TN,Carthage town,74,31742
